CNPJ,REGISTRO_OPERADORA,Modalidade,UF,StatusCadastro
1694558000187,300764,Odontologia de Grupo,PR,Cancelado
52835956000107,342564,Medicina de Grupo,SP,Cancelado
2569328000159,309516,Odontologia de Grupo,SP,Cancelado
3183371000144,405124,Odontologia de Grupo,SP,Cancelado
7815255000151,416088,Odontologia de Grupo,PA,Cancelado
860273000106,306711,Odontologia de Grupo,RJ,Cancelado
14387374000116,419885,Odontologia de Grupo,BA,Cancelado
4069816000122,413909,Medicina de Grupo,PR,Cancelado
1281043000155,408298,Odontologia de Grupo,SP,Cancelado
45184066000117,339091,Medicina de Grupo,SP,Cancelado
94186368000130,405728,Medicina de Grupo,RS,Cancelado
3200784000190,407992,Medicina de Grupo,RJ,Cancelado
1747243000150,409138,Medicina de Grupo,RJ,Cancelado
78944691000179,410098,Medicina de Grupo,PR,Cancelado
30476618000193,405281,Medicina de Grupo,RJ,Cancelado
3107319000109,408107,Medicina de Grupo,RJ,Cancelado
32269375000148,350991,Medicina de Grupo,RJ,Cancelado
73902025000154,319309,Medicina de Grupo,PR,Cancelado
24200156000184,35935,Medicina de Grupo,RN,Cancelado
1233616000175,404667,Medicina de Grupo,RS,Cancelado
2969124000105,412678,Medicina de Grupo,SP,Cancelado
90487984000170,402940,Medicina de Grupo,RS,Cancelado
89429815000102,404888,Medicina de Grupo,RS,Cancelado
75944710000179,413623,Medicina de Grupo,PR,Cancelado
48988232000126,338028,Medicina de Grupo,SP,Cancelado
11479938000152,336319,Medicina de Grupo,PE,Cancelado
29096328000135,405035,Medicina de Grupo,RJ,Cancelado
3917947000150,414638,Medicina de Grupo,AL,Cancelado
33862434000150,378909,Medicina de Grupo,RJ,Cancelado
87151643000114,400092,Medicina de Grupo,RS,Cancelado
72571441000154,405027,Medicina de Grupo,RJ,Cancelado
2508010000168,406422,Medicina de Grupo,RJ,Cancelado
2754086000173,408549,Medicina de Grupo,RJ,Cancelado
1015553000180,300454,Medicina de Grupo,PR,Cancelado
458066000120,408581,Medicina de Grupo,RJ,Cancelado
30016190000104,408140,Medicina de Grupo,RJ,Cancelado
40241580000123,40836,Medicina de Grupo,RJ,Cancelado
1570782000167,407135,Medicina de Grupo,RJ,Cancelado
39935952000132,407631,Medicina de Grupo,RJ,Cancelado
91555789000100,404292,Medicina de Grupo,RS,Cancelado
1345944000163,408921,Medicina de Grupo,RJ,Cancelado
421356000107,408191,Medicina de Grupo,RJ,Cancelado
1232527000104,412228,Medicina de Grupo,RJ,Cancelado
2911563000167,325562,Odontologia de Grupo,PA,Cancelado
2956474000137,40132,Odontologia de Grupo,SE,Cancelado
1637816000193,401285,Odontologia de Grupo,MG,Cancelado
62161674000125,359297,Medicina de Grupo,SP,Cancelado
85137891000185,332291,Medicina de Grupo,SC,Cancelado
84658186000160,406741,Medicina de Grupo,AM,Cancelado
3244567000100,407518,Odontologia de Grupo,MG,Cancelado
4113414000188,413411,Medicina de Grupo,RJ,Cancelado
1659370000106,408450,Medicina de Grupo,SP,Cancelado
23471838000169,420026,Odontologia de Grupo,CE,Cancelado
89890172000191,346870,Medicina de Grupo,RS,Cancelado
61198164000160,5886,Seguradora,SP,Cancelado
20025189000184,419630,Administradora de Benefícios,SP,Cancelado
3685367000184,413259,Medicina de Grupo,PE,Cancelado
12682451000135,417823,Medicina de Grupo,MG,Cancelado
61068342000138,363138,Autogestão,SP,Cancelado
61847604000162,407071,Odontologia de Grupo,SP,Cancelado
2081601000100,335410,Odontologia de Grupo,SP,Cancelado
701066000109,402486,Odontologia de Grupo,PR,Cancelado
5855775000162,414948,Autogestão,SP,Cancelado
3310432000197,410420,Odontologia de Grupo,CE,Cancelado
1954142000150,407984,Cooperativa odontológica,MS,Cancelado
9550419000191,401609,Odontologia de Grupo,PE,Cancelado
33792098000116,423033,Odontologia de Grupo,SP,Cancelado
3347180000170,407445,Medicina de Grupo,RN,Cancelado
54788948000182,351971,Medicina de Grupo,SP,Cancelado
1371610000164,40348,Odontologia de Grupo,PR,Cancelado
34321950000130,357294,Odontologia de Grupo,SP,Cancelado
68470640000107,412694,Odontologia de Grupo,SP,Cancelado
1268968000166,330558,Medicina de Grupo,SP,Cancelado
2670344000133,405167,Odontologia de Grupo,RJ,Cancelado
68161553000160,302180,Odontologia de Grupo,SP,Cancelado
3433677000101,417084,Odontologia de Grupo,SC,Cancelado
26137647000153,421219,Administradora de Benefícios,SP,Cancelado
1433350000104,378976,Odontologia de Grupo,SP,Cancelado
32243685000193,335924,Autogestão,SP,Cancelado
54155007000101,307912,Autogestão,SP,Cancelado
3112186000169,404021,Administradora,MG,Cancelado
397660000158,334987,Odontologia de Grupo,SC,Cancelado
2479039000169,302805,Odontologia de Grupo,SP,Cancelado
1704258000131,323179,Odontologia de Grupo,SC,Cancelado
48323224000160,32479,Autogestão,SP,Cancelado
4213563000119,413062,Odontologia de Grupo,RS,Cancelado
80150857000127,347779,Autogestão,SC,Cancelado
55033450000172,366668,Autogestão,SP,Cancelado
2859709000172,412830,Odontologia de Grupo,SP,Cancelado
21178978000118,419800,Odontologia de Grupo,MS,Cancelado
5950169000126,417629,Administradora de Benefícios,SP,Cancelado
28668024000132,421171,Administradora de Benefícios,RJ,Cancelado
7356076000101,415294,Administradora de Benefícios,SP,Cancelado
3044932000124,402541,Medicina de Grupo,SP,Cancelado
7458205000164,415596,Odontologia de Grupo,ES,Cancelado
26550361000103,423297,Medicina de Grupo,SP,Cancelado
57744757000107,334758,Medicina de Grupo,SP,Cancelado
96511530000173,356956,Odontologia de Grupo,SP,Cancelado
56468887000100,334057,Odontologia de Grupo,SP,Cancelado
2830295000159,379883,Odontologia de Grupo,MG,Cancelado
68574508000137,327115,Medicina de Grupo,PR,Cancelado
65039091000114,345041,Odontologia de Grupo,SP,Cancelado
1907742000168,379271,Medicina de Grupo,SP,Cancelado
2613026000130,312029,Medicina de Grupo,SP,Cancelado
24232886001139,391271,Medicina de Grupo,MG,Cancelado
4205121000120,413453,Odontologia de Grupo,BA,Cancelado
1856379000107,353019,Odontologia de Grupo,RJ,Cancelado
61590816000107,380041,Odontologia de Grupo,SP,Cancelado
3012768000173,402915,Odontologia de Grupo,RS,Cancelado
1011185000100,310859,Odontologia de Grupo,SP,Cancelado
637171000126,406872,Odontologia de Grupo,PR,Cancelado
1690980000164,400165,Medicina de Grupo,SP,Cancelado
67155473000139,35793,Odontologia de Grupo,SP,Cancelado
2878571000159,404331,Odontologia de Grupo,RJ,Cancelado
3053602000103,403628,Odontologia de Grupo,MT,Cancelado
27971787000195,402150,Odontologia de Grupo,RJ,Cancelado
93317022000160,36890,Odontologia de Grupo,RS,Cancelado
33009945000123,395757,Autogestão,SP,Cancelado
40903650000161,408328,Odontologia de Grupo,PE,Cancelado
3763003000175,411728,Odontologia de Grupo,SP,Cancelado
65147837000103,308692,Medicina de Grupo,MG,Cancelado
1746929000127,411019,Odontologia de Grupo,PR,Cancelado
3668368000110,411205,Medicina de Grupo,PR,Cancelado
558356000145,348805,Medicina de Grupo,MG,Cancelado
3629963000147,410632,Medicina de Grupo,GO,Cancelado
2562406000193,346471,Medicina de Grupo,MG,Cancelado
5930682000155,415090,Odontologia de Grupo,MG,Cancelado
2318452000141,315206,Medicina de Grupo,PE,Cancelado
2087181000160,403741,Odontologia de Grupo,RS,Cancelado
68027572000106,316920,Medicina de Grupo,SP,Cancelado
42591560000108,407763,Medicina de Grupo,RJ,Cancelado
74339730000158,405761,Odontologia de Grupo,SP,Cancelado
44973436000132,379620,Medicina de Grupo,SP,Cancelado
6937544000160,407755,Medicina de Grupo,CE,Cancelado
9096207000186,340936,Medicina de Grupo,PB,Cancelado
42358499000153,345571,Odontologia de Grupo,RJ,Cancelado
2756006000119,317837,Medicina de Grupo,SP,Cancelado
88870092000101,302490,Medicina de Grupo,RS,Cancelado
20437133000137,362182,Medicina de Grupo,MG,Cancelado
26135186000180,315923,Medicina de Grupo,MG,Cancelado
2978973000125,412236,Medicina de Grupo,SP,Cancelado
4049014000150,412911,Medicina de Grupo,RS,Cancelado
96828868000153,387193,Medicina de Grupo,BA,Cancelado
803125000150,370258,Medicina de Grupo,PA,Cancelado
1535879000139,365599,Odontologia de Grupo,SP,Cancelado
63179840000183,390836,Medicina de Grupo,BA,Cancelado
1867966000193,408280,Medicina de Grupo,SP,Cancelado
6184301000107,416151,Odontologia de Grupo,SP,Cancelado
7953622000183,416886,Odontologia de Grupo,MG,Cancelado
1451680000122,400106,Odontologia de Grupo,SP,Cancelado
62285226000133,409316,Odontologia de Grupo,SP,Cancelado
1202786000192,401412,Medicina de Grupo,RJ,Cancelado
11273573000105,417271,Administradora de Benefícios,RJ,Cancelado
8036992000119,416843,Odontologia de Grupo,SC,Cancelado
3360769000109,408859,Medicina de Grupo,SP,Cancelado
30499453000256,36139,Medicina de Grupo,RJ,Cancelado
12623062000139,403369,Medicina de Grupo,AL,Cancelado
1915213000106,401854,Medicina de Grupo,PR,Cancelado
30821576000180,421669,Medicina de Grupo,SP,Cancelado
55323448000138,318680,Autogestão,RS,Cancelado
36132013000161,422363,Administradora de Benefícios,ES,Cancelado
54787684000142,392154,Medicina de Grupo,SP,Cancelado
494332000170,402907,Odontologia de Grupo,SP,Cancelado
2497186000161,351555,Medicina de Grupo,RS,Cancelado
12031265000136,418099,Administradora de Benefícios,SP,Cancelado
2885458000109,407399,Odontologia de Grupo,AM,Cancelado
35994590000108,422282,Administradora de Benefícios,RJ,Cancelado
6281795000130,415120,Odontologia de Grupo,SP,Cancelado
5473620000161,415600,Odontologia de Grupo,MT,Cancelado
60531548000190,342297,Medicina de Grupo,SP,Cancelado
27652972000117,421103,Administradora de Benefícios,DF,Cancelado
2354015000183,409693,Administradora,AC,Cancelado
46030318000116,352187,Filantropia,SP,Cancelado
2981357000123,417033,Medicina de Grupo,AM,Cancelado
2508939000197,32183,Medicina de Grupo,BA,Cancelado
60122652000120,410993,Medicina de Grupo,SP,Cancelado
1900713000174,37367,Medicina de Grupo,SP,Cancelado
13148477000160,418404,Administradora de Benefícios,RJ,Cancelado
5550451000116,421570,Filantropia,PR,Cancelado
38743266000105,412350,Odontologia de Grupo,MG,Cancelado
21309998000180,419770,Odontologia de Grupo,MG,Cancelado
2928847000166,408310,Odontologia de Grupo,SP,Cancelado
7920673000109,418498,Odontologia de Grupo,ES,Cancelado
2247000000116,33717,Autogestão,MG,Cancelado
60441573000182,387916,Autogestão,SP,Cancelado
87023958000186,318787,Autogestão,RS,Cancelado
19206788000115,400874,Medicina de Grupo,MG,Cancelado
2887228000170,341096,Medicina de Grupo,PR,Cancelado
1225861000130,310549,Autogestão,DF,Cancelado
538460000178,400467,Odontologia de Grupo,PA,Cancelado
993309000120,410594,Medicina de Grupo,MG,Cancelado
92690700000254,315303,Autogestão,PR,Cancelado
2242418000130,411990,Administradora,PR,Cancelado
2691945000122,404802,Odontologia de Grupo,SP,Cancelado
65690653000195,411281,Medicina de Grupo,RJ,Cancelado
8749109000138,416363,Odontologia de Grupo,PE,Cancelado
3339804000108,407810,Odontologia de Grupo,AP,Cancelado
74569000100,303054,Autogestão,RJ,Cancelado
33754441000138,358576,Medicina de Grupo,RJ,Cancelado
72224835000136,368172,Medicina de Grupo,RJ,Cancelado
19791334000159,32312,Autogestão,MG,Cancelado
1184661000187,416592,Odontologia de Grupo,BA,Cancelado
4467112000108,414131,Medicina de Grupo,MG,Cancelado
2341470000144,416983,Autogestão,RR,Cancelado
1993475000199,319546,Medicina de Grupo,SP,Cancelado
1820045000175,32464,Medicina de Grupo,BA,Cancelado
2859310000191,417939,Administradora de Benefícios,RS,Cancelado
42366302000128,6921,Seguradora,MG,Cancelado
2599466000180,384089,Medicina de Grupo,SP,Cancelado
72447337000152,414727,Odontologia de Grupo,RJ,Cancelado
1966238000139,405264,Odontologia de Grupo,MS,Cancelado
5694801000118,416380,Odontologia de Grupo,SP,Cancelado
57032518000124,380555,Medicina de Grupo,SP,Cancelado
2310385000119,405329,Medicina de Grupo,MA,Cancelado
2660342000163,415316,Medicina de Grupo,RJ,Cancelado
68567650000157,336882,Odontologia de Grupo,RJ,Cancelado
2988821000103,412155,Odontologia de Grupo,SP,Cancelado
3342242000151,408492,Medicina de Grupo,RJ,Cancelado
87163234000138,1007,Seguradora,RS,Cancelado
2221727000124,415448,Administradora de Benefícios,SP,Cancelado
1542915000191,410543,Odontologia de Grupo,SP,Cancelado
61167029000157,332992,Odontologia de Grupo,SP,Cancelado
20730099000194,414484,Autogestão,SC,Cancelado
3906591000159,402338,Autogestão,SC,Cancelado
49045651000197,400203,Autogestão,SP,Cancelado
5032282000122,414522,Odontologia de Grupo,AM,Cancelado
1045966000108,332739,Administradora,DF,Cancelado
2298147000135,315192,Medicina de Grupo,SP,Cancelado
3793537000144,411671,Medicina de Grupo,SP,Cancelado
92329242000141,32462,Medicina de Grupo,RS,Cancelado
23074262000104,421201,Administradora de Benefícios,SP,Cancelado
35585502000106,422169,Administradora de Benefícios,ES,Cancelado
2814702000134,413186,Administradora,CE,Cancelado
30818809000196,423157,Medicina de Grupo,RO,Cancelado
4067053000180,412708,Medicina de Grupo,BA,Cancelado
2564638000180,411914,Medicina de Grupo,PR,Cancelado
15104599000180,406139,Autogestão,GO,Cancelado
45781648000180,302511,Medicina de Grupo,SP,Cancelado
43489210000106,358771,Medicina de Grupo,SP,Cancelado
18131003000120,407933,Medicina de Grupo,MG,Cancelado
45467685000119,372960,Medicina de Grupo,SP,Cancelado
44295962000190,309192,Medicina de Grupo,SP,Cancelado
1273549000112,363677,Medicina de Grupo,GO,Cancelado
4159778000107,411116,Medicina de Grupo,AM,Cancelado
29072642000188,335223,Medicina de Grupo,RJ,Cancelado
45406907000193,314561,Medicina de Grupo,SP,Cancelado
1425681000100,404501,Medicina de Grupo,RJ,Cancelado
55804181000362,31248,Medicina de Grupo,SP,Cancelado
351715000199,33842,Medicina de Grupo,MG,Cancelado
837549000135,30038,Medicina de Grupo,RS,Cancelado
2860954000108,360015,Medicina de Grupo,SP,Cancelado
1358692000107,37762,Medicina de Grupo,SP,Cancelado
75986455000127,317454,Odontologia de Grupo,PR,Cancelado
2930236000152,384585,Medicina de Grupo,SP,Cancelado
60740719000190,365351,Medicina de Grupo,SP,Cancelado
81306136000126,405655,Medicina de Grupo,PR,Cancelado
1845117000139,312151,Medicina de Grupo,MG,Cancelado
49270671000161,349879,Medicina de Grupo,SP,Cancelado
15153745000168,327999,Filantropia,BA,Cancelado
28683712000171,338214,Filantropia,RJ,Cancelado
47024005000118,315893,Filantropia,SP,Cancelado
14330005000197,363405,Filantropia,BA,Cancelado
14349740000142,372404,Filantropia,BA,Cancelado
50857960000140,350338,Filantropia,SP,Cancelado
22628044000101,347256,Medicina de Grupo,MG,Cancelado
80238926000159,419338,Filantropia,PR,Cancelado
57038952000111,35686,Filantropia,SP,Cancelado
56725385000109,302121,Filantropia,SP,Cancelado
72457716000123,305898,Filantropia,SP,Cancelado
16196263000158,357383,Filantropia,BA,Cancelado
25268012000122,339334,Filantropia,MG,Cancelado
59759084000194,355950,Filantropia,SP,Cancelado
44435451000127,365041,Filantropia,SP,Cancelado
70914171000101,315435,Filantropia,SP,Cancelado
43751502000167,300748,Filantropia,SP,Cancelado
44782779000110,390178,Filantropia,SP,Cancelado
17209891000193,325252,Filantropia,MG,Cancelado
50119585000131,35379,Filantropia,SP,Cancelado
51779304000130,331805,Filantropia,SP,Cancelado
53227229000120,400700,Filantropia,SP,Cancelado
92219559000125,340448,Filantropia,RS,Cancelado
79724423000104,346306,Medicina de Grupo,PR,Cancelado
72747967000142,403580,Filantropia,SP,Cancelado
3422547000173,409294,Medicina de Grupo,SC,Cancelado
37285681000191,323772,Medicina de Grupo,GO,Cancelado
10930451000181,306355,Medicina de Grupo,PE,Cancelado
36751634000123,358509,Medicina de Grupo,DF,Cancelado
19329002000157,33870,Medicina de Grupo,MG,Cancelado
4166866000128,412741,Administradora,MG,Cancelado
4004287000189,413194,Medicina de Grupo,SP,Cancelado
4008672000102,413071,Medicina de Grupo,SP,Cancelado
61922845000129,339245,Medicina de Grupo,SP,Cancelado
60394301000179,5487,Seguradora,SP,Cancelado
61802906000114,6874,Seguradora,SP,Cancelado
82687443000167,5762,Seguradora,SP,Cancelado
69412997000193,6068,Seguradora,SP,Cancelado
5788578000178,416061,Odontologia de Grupo,BA,Cancelado
3105835000102,410039,Medicina de Grupo,BA,Cancelado
38420608000148,422509,Medicina de Grupo,SP,Cancelado
2041807000106,314633,Medicina de Grupo,SP,Cancelado
4150286000142,414123,Medicina de Grupo,SP,Cancelado
960102000159,323373,Odontologia de Grupo,RS,Cancelado
60498417000158,381799,Autogestão,SP,Cancelado
242056000152,310824,Medicina de Grupo,RS,Cancelado
93045334000162,415723,Medicina de Grupo,RS,Cancelado
34020354000110,5631,Seguradora,DF,Cancelado
2914060000145,403415,Medicina de Grupo,RN,Cancelado
33429226000161,5240,Seguradora,RJ,Cancelado
2411598000137,402524,Medicina de Grupo,PA,Cancelado
23854409000170,410047,Medicina de Grupo,MG,Cancelado
13373539000138,418781,Medicina de Grupo,BA,Cancelado
65167314000129,404411,Medicina de Grupo,MG,Cancelado
3179495000156,405639,Medicina de Grupo,MG,Cancelado
59756148000101,405116,Odontologia de Grupo,SP,Cancelado
2037898000106,361496,Odontologia de Grupo,RJ,Cancelado
58976200000164,338371,Medicina de Grupo,SP,Cancelado
2891064000155,30408,Medicina de Grupo,SC,Cancelado
2745286000160,359068,Medicina de Grupo,PR,Cancelado
90090937000198,361780,Odontologia de Grupo,RS,Cancelado
1748340000168,404608,Odontologia de Grupo,SP,Cancelado
67003947000127,335444,Medicina de Grupo,SP,Cancelado
4178490000171,412805,Medicina de Grupo,SP,Cancelado
837361000197,357481,Medicina de Grupo,SP,Cancelado
1110639000192,407020,Medicina de Grupo,SP,Cancelado
10475525000137,416941,Odontologia de Grupo,MT,Cancelado
4418581000137,413984,Medicina de Grupo,PA,Cancelado
7783445000134,415685,Odontologia de Grupo,SP,Cancelado
60117413000182,406546,Odontologia de Grupo,SP,Cancelado
2037934000123,404527,Medicina de Grupo,RJ,Cancelado
1400520000154,303020,Medicina de Grupo,SC,Cancelado
1954836000198,40176,Medicina de Grupo,CE,Cancelado
4671075000155,415171,Odontologia de Grupo,SP,Cancelado
512543000198,360465,Medicina de Grupo,RJ,Cancelado
55989784000114,310344,Filantropia,SP,Cancelado
1909552000180,315605,Autogestão,SP,Cancelado
4615497000103,414344,Odontologia de Grupo,PR,Cancelado
1930745000112,338541,Odontologia de Grupo,RS,Cancelado
92812049001139,327077,Medicina de Grupo,RS,Cancelado
42281006000124,408603,Odontologia de Grupo,RJ,Cancelado
80920960000109,343641,Odontologia de Grupo,PR,Cancelado
2759217000105,404284,Medicina de Grupo,SP,Cancelado
36125094000172,5061,Seguradora,RJ,Cancelado
2753324000126,306568,Medicina de Grupo,PA,Cancelado
45397086000176,423301,Medicina de Grupo,PA,Cancelado
1871942000108,405680,Odontologia de Grupo,SP,Cancelado
44269579000168,338362,Medicina de Grupo,SP,Cancelado
877840000137,317161,Medicina de Grupo,SP,Cancelado
61400925000114,347132,Odontologia de Grupo,SP,Cancelado
70198254000141,37739,Medicina de Grupo,PE,Cancelado
2818976000100,376680,Medicina de Grupo,SE,Cancelado
33710096000130,313041,Medicina de Grupo,RJ,Cancelado
4572122000103,414280,Medicina de Grupo,RJ,Cancelado
2653033000166,342882,Medicina de Grupo,SP,Cancelado
906952000179,303691,Medicina de Grupo,BA,Cancelado
33683814000127,315761,Medicina de Grupo,SP,Cancelado
27384155000125,354805,Medicina de Grupo,ES,Cancelado
30595730000143,37913,Odontologia de Grupo,RJ,Cancelado
83367292000122,400866,Medicina de Grupo,PA,Cancelado
34159665000164,31751,Medicina de Grupo,RJ,Cancelado
35147626000100,422142,Administradora de Benefícios,RJ,Cancelado
5979663000113,415642,Odontologia de Grupo,SP,Cancelado
11654937000105,417416,Administradora de Benefícios,SP,Cancelado
33469172002888,308510,Autogestão,SP,Cancelado
9281129000190,416967,Autogestão,SP,Cancelado
56092844000164,352942,Odontologia de Grupo,SP,Cancelado
2542491000128,301213,Odontologia de Grupo,SP,Cancelado
87322970000191,361712,Medicina de Grupo,RS,Cancelado
87054359000120,415006,Autogestão,RS,Cancelado
1460461000100,407194,Administradora,SP,Cancelado
1941162000197,374920,Medicina de Grupo,SP,Cancelado
20265732000110,401153,Medicina de Grupo,MG,Cancelado
25658691000146,306649,Medicina de Grupo,MG,Cancelado
3098513000175,406759,Medicina de Grupo,PR,Cancelado
34559518000181,402605,Medicina de Grupo,AM,Cancelado
30650451000135,407801,Medicina de Grupo,RJ,Cancelado
3670274000186,413577,Administradora,SP,Cancelado
869281000113,358681,Odontologia de Grupo,RJ,Cancelado
61687356000130,342971,Autogestão,SP,Cancelado
438904000101,402931,Odontologia de Grupo,SP,Cancelado
91994574000188,376493,Odontologia de Grupo,RS,Cancelado
1999871000123,341134,Medicina de Grupo,SP,Cancelado
2882567000164,409251,Medicina de Grupo,RJ,Cancelado
607381000171,406775,Medicina de Grupo,MG,Cancelado
27970011000150,405370,Medicina de Grupo,RJ,Cancelado
1162461000123,403008,Odontologia de Grupo,SP,Cancelado
33641358166980,366447,Autogestão,BA,Cancelado
3819157000131,414301,Autogestão,MT,Cancelado
33641358117939,334472,Autogestão,MT,Cancelado
97349781000166,307351,Medicina de Grupo,RJ,Cancelado
12460911000180,402826,Autogestão,CE,Cancelado
40425860000191,351806,Medicina de Grupo,RJ,Cancelado
1393253000135,408875,Medicina de Grupo,RJ,Cancelado
3330439000170,408077,Medicina de Grupo,SP,Cancelado
88458682000121,385085,Medicina de Grupo,RS,Cancelado
42776286000141,364801,Odontologia de Grupo,MG,Cancelado
2212834000196,302058,Odontologia de Grupo,SP,Cancelado
85204279000188,326356,Medicina de Grupo,SC,Cancelado
3769599000110,411825,Autogestão,MS,Cancelado
7578281000103,415359,Autogestão,RJ,Cancelado
1497909000160,317098,Medicina de Grupo,RJ,Cancelado
2817789000101,411400,Odontologia de Grupo,PB,Cancelado
2436226000165,410489,Medicina de Grupo,DF,Cancelado
47821616000197,354694,Medicina de Grupo,SP,Cancelado
1306393000129,406791,Medicina de Grupo,GO,Cancelado
43350131000101,342858,Autogestão,SP,Cancelado
3147855000138,407003,Medicina de Grupo,RJ,Cancelado
25073621000126,420689,Administradora de Benefícios,RJ,Cancelado
39241118000147,422738,Medicina de Grupo,RJ,Cancelado
78311800000110,400785,Medicina de Grupo,PR,Cancelado
60970597000129,346161,Autogestão,SP,Cancelado
92958990000193,382833,Autogestão,RS,Cancelado
24199317000167,330655,Autogestão,RN,Cancelado
1610484000153,407186,Autogestão,GO,Cancelado
58251224000156,353949,Autogestão,SP,Cancelado
24129496000166,415707,Autogestão,PE,Cancelado
62584230000100,411639,Autogestão,SP,Cancelado
543363000173,413445,Autogestão,DF,Cancelado
2661983000132,411337,Autogestão,RJ,Cancelado
87203048000185,403814,Autogestão,RS,Cancelado
13630430000139,418463,Odontologia de Grupo,SP,Cancelado
1275724000100,34296,Medicina de Grupo,PR,Cancelado
3454861000138,409448,Medicina de Grupo,RJ,Cancelado
1396741000104,319139,Administradora,SP,Cancelado
3333105000150,407798,Medicina de Grupo,BA,Cancelado
2987494000175,401862,Odontologia de Grupo,SP,Cancelado
711215000110,381209,Odontologia de Grupo,SP,Cancelado
3401615000118,410373,Medicina de Grupo,MG,Cancelado
1249769000100,337609,Odontologia de Grupo,RJ,Cancelado
78732542000146,311677,Medicina de Grupo,PR,Cancelado
3932388000157,412589,Medicina de Grupo,SP,Cancelado
96512322000199,343226,Medicina de Grupo,SP,Cancelado
92518257000158,368130,Medicina de Grupo,RS,Cancelado
30877030000141,421511,Odontologia de Grupo,PR,Cancelado
46001681000103,340332,Medicina de Grupo,SP,Cancelado
2821969000159,34453,Medicina de Grupo,PE,Cancelado
86909421000155,404748,Odontologia de Grupo,SP,Cancelado
73732380000122,403873,Odontologia de Grupo,SP,Cancelado
1723499000128,409588,Odontologia de Grupo,RJ,Cancelado
13623104000102,418315,Odontologia de Grupo,SP,Cancelado
2179154000118,311316,Medicina de Grupo,AL,Cancelado
26333286000110,333271,Autogestão,MG,Cancelado
7054725000101,416266,Odontologia de Grupo,GO,Cancelado
1647120000148,406325,Odontologia de Grupo,SP,Cancelado
1030494000110,355348,Medicina de Grupo,SP,Cancelado
1348784000106,415251,Odontologia de Grupo,SP,Cancelado
24000629000108,420298,Odontologia de Grupo,GO,Cancelado
32538373000107,349755,Medicina de Grupo,RJ,Cancelado
31160674000187,351644,Medicina de Grupo,RJ,Cancelado
29974540000158,332119,Medicina de Grupo,RJ,Cancelado
3637043000170,411833,Odontologia de Grupo,MG,Cancelado
31104524000156,407739,Medicina de Grupo,RJ,Cancelado
2172544000166,407640,Medicina de Grupo,RJ,Cancelado
31754070000169,311405,Medicina de Grupo,ES,Cancelado
64486285000103,349194,Medicina de Grupo,MG,Cancelado
29555059000128,335118,Medicina de Grupo,RJ,Cancelado
60594538000101,411621,Autogestão,SP,Cancelado
61273000146,318671,Cooperativa odontológica,PR,Cancelado
88321278000101,359734,Cooperativa Médica,RS,Cancelado
48697338000170,310271,Filantropia,SP,Cancelado
71305635000145,393029,Filantropia,SP,Cancelado
47411913000164,403466,Odontologia de Grupo,SP,Cancelado
2825690000143,404349,Odontologia de Grupo,SP,Cancelado
60975737002014,309834,Filantropia,ES,Cancelado
61571071000139,304557,Autogestão,SP,Cancelado
92770221000752,33758,Medicina de Grupo,RS,Cancelado
47404801000186,409022,Filantropia,SP,Cancelado
88373121000120,412139,Medicina de Grupo,RS,Cancelado
3873593000199,301396,Medicina de Grupo,MS,Cancelado
59302026000137,404195,Filantropia,SP,Cancelado
60975737003339,33656,Medicina de Grupo,MG,Cancelado
97279350000170,412511,Filantropia,RS,Cancelado
60975737004149,357880,Filantropia,MG,Cancelado
43967272000178,343811,Medicina de Grupo,SP,Cancelado
91162511000165,357103,Filantropia,TO,Cancelado
73500001000179,413585,Medicina de Grupo,PR,Cancelado
18979328000167,352144,Filantropia,MG,Cancelado
94870318000177,403822,Autogestão,RS,Cancelado
830382000180,340596,Odontologia de Grupo,RN,Cancelado
1494034000142,32750,Medicina de Grupo,PE,Cancelado
83883306001213,407259,Filantropia,SC,Cancelado
92812049002100,329916,Medicina de Grupo,RS,Cancelado
88625686000157,375764,Medicina de Grupo,RS,Cancelado
92812049001805,327913,Medicina de Grupo,RS,Cancelado
92812049000914,331970,Medicina de Grupo,RS,Cancelado
33005638000174,306207,Filantropia,RJ,Cancelado
3066309000172,345814,Medicina de Grupo,RS,Cancelado
95815668000101,335509,Filantropia,RS,Cancelado
37459419000116,408158,Medicina de Grupo,MT,Cancelado
33268475000112,351679,Filantropia,RJ,Cancelado
50956358000160,329185,Medicina de Grupo,SP,Cancelado
92736040000114,409839,Filantropia,SC,Cancelado
52314861000148,421979,Filantropia,SP,Cancelado
490820000109,40058,Medicina de Grupo,PB,Cancelado
51469187000108,330337,Filantropia,SP,Cancelado
58194622000188,402796,Medicina de Grupo,SP,Cancelado
30104947000103,405493,Medicina de Grupo,RJ,Cancelado
53412144000111,302848,Filantropia,SP,Cancelado
87317764000193,360562,Medicina de Grupo,RS,Cancelado
11272023000171,418455,Odontologia de Grupo,PR,Cancelado
2837832000192,406678,Odontologia de Grupo,SP,Cancelado
65045486000120,405604,Odontologia de Grupo,SP,Cancelado
3903702000173,412562,Odontologia de Grupo,MG,Cancelado
51936094000308,30432,Autogestão,MG,Cancelado
66975699000113,314960,Autogestão,SP,Cancelado
2484557000170,351890,Odontologia de Grupo,SP,Cancelado
2336470000156,410861,Odontologia de Grupo,RJ,Cancelado
3119702000187,409308,Odontologia de Grupo,GO,Cancelado
