registro_ans,cnpj,razao_social,status
418404,13148477000160,REDE BRASIL VIDA ADMINISTRADORA DE BENEFÍCIOS E SAÚDE LTDA,cancelado
421570,5550451000116,REDE DE ASSISTENCIA A SAÚDE METROPOLITANA,cancelado
412350,38743266000105,REDE DENTAL OPERADORA DE PLANOS ODONTOLÓGICOS LTDA,cancelado
419770,21309998000180,REDE ODONTO SAUDE LTDA,cancelado
408310,2928847000166,REDENTAL ODONTOCLINICAS REUNIDAS LTDA,cancelado
418498,7920673000109,REDEODONTO ASSISTÊNCIA ODONTOLÓGICA LTDA,cancelado
33717,2247000000116,REFEIÇOES UNIAO LTDA,cancelado
387916,60441573000182,REFINAÇOES DE MILHO BRASIL LTDA.,cancelado
318787,87023958000186,REFRICON REFRIGERAÇAO LTDA,cancelado
400874,19206788000115,REGINA MATER PREST.SERV.MÉD.LAB.LTDA S/C,cancelado
341096,2887228000170,REGIONAL SAUDE LTDA.,cancelado
310549,1225861000130,REGIUS SOCIEDADE CIVIL DE PREVIDÊNCIA PRIVADA,cancelado
400467,538460000178,REJE SERVIÇOS & ODONTOLOGIA LTDA,cancelado
410594,993309000120,REME - REMOÇÕES E ASSITÊNCIA MÉDICA S/C LTDA,cancelado
315303,92690700000254,RENNER HERRMANN S.A.,cancelado
411990,2242418000130,REPAMO - REPRESENTAÇÕES MÉDICO ODONTOLÓGICO LTDA,cancelado
404802,2691945000122,RESTAURA SERVIÇOS ODONTOLÓGICO S/C LTDA,cancelado
411281,65690653000195,REUNIDAS OPERADORA DE PLANOS DE SAÚDE LTDA.,cancelado
416363,8749109000138,RIBEIRO & SILVA CONSULTORES LTDA EPP.,cancelado
407810,3339804000108,RICARDO ANDRÉ ALVES ME,cancelado
303054,74569000100,RIO DE JANEIRO REFRESCOS LTDA.,cancelado
358576,33754441000138,RIOCLÍNICAS PREVIDÊNCIA MÉDICO SOCIAL,cancelado
368172,72224835000136,RIOCOR SERVICOS MÉDICOS LTDA,cancelado
32312,19791334000159,RISA- REFRATARIOS E ISOLANTES S/A,cancelado
416592,1184661000187,RIZZO ODONTOLOGIA LTDA.,cancelado
414131,4467112000108,RN METROPOLITAN LTDA,cancelado
416983,2341470000144,RORAIMA ENERGIA S/A,cancelado
319546,1993475000199,ROYAL SAÚDE LTDA.,cancelado
32464,1820045000175,RPG ASSISTENCIA A SAUDE LTDA,cancelado
417939,2859310000191,RS SAUDE GERENCIAMENTO E AUDITORIA EM SAUDE LTDA,cancelado
6921,42366302000128,RURAL SEGURADORA S/A,cancelado
384089,2599466000180,RÉGIA SAÚDE ADM. E SIST. MÉDICO HOSPITALAR LTDA.,cancelado
414727,72447337000152,S & M ODONTOLOGIA INTEGRADA LTDA,cancelado
405264,1966238000139,S ANACHEME,cancelado
416380,5694801000118,S SHIMODA ASSISTENCIA ODONTOLOGICA S/S LTDA,cancelado
380555,57032518000124,S- SERVIÇOS MÉDICOS LTDA.,cancelado
405329,2310385000119,S.B.S.  SISTEMA BRASILEIRO DE SAUDE,cancelado
415316,2660342000163,S.G.OLADEJO HOSPITAL LTDA.,cancelado
336882,68567650000157,S.S. WHITE ARTIGOS DENTARIOS LTDA,cancelado
412155,2988821000103,S.S.T. ODONTO S/C LTDA,cancelado
408492,3342242000151,S/C CENTRO MÉDICO E ODONTOLÓGICO DA ZONA OESTE LTDA,cancelado
1007,87163234000138,SABEMI SEGURADORA S/A,cancelado
415448,2221727000124,SABET SAÚDE ABET PRESTADORA DE SERVIÇOS LTDA.,cancelado
410543,1542915000191,SADEN SAÚDE DENTAL LTDA.,cancelado
332992,61167029000157,SADI - SERVIÇO DE ASSIST. DENTARIA A INDUSTRIA LTDA,cancelado
414484,20730099000194,SADIA S/A,cancelado
415740,20730099000194,SADIA S/A,cancelado
402338,3906591000159,SADIA S/A,cancelado
400203,49045651000197,SAINT-GOBAIN ABRASIVOS BRASIL LTDA.,cancelado
414522,5032282000122,SALLES E VIEIRA LTDA.,cancelado
332739,1045966000108,SALLUS ASSISTÊNCIA MÉDICA E ODONTOLÓGICA LTDA,cancelado
315192,2298147000135,SALUBRITAS ASSISTENCIA MÉDICA S/C LTDA,cancelado
411671,3793537000144,SALUD PLANOS DE SAUDE LTDA,cancelado
32462,92329242000141,"SALUTARIS - PREVIDENCIA, SAUDE E SEGUROS - ASS. TÉCNICA LTDA.",cancelado
421201,23074262000104,SALUTE & LIFE ADMINISTRADORA DE PLANOS DE SAÚDE LTDA ,cancelado
422169,35585502000106,SALUTEM ADMINISTRADORA DE BENEFÍCIOS LTDA,cancelado
413186,2814702000134,SALUTIS ADMINISTRAÇÃO EM SAÚDE S/C LTDA,cancelado
423157,30818809000196,SALV SAUDE DO BRASIL LTDA,cancelado
412708,4067053000180,SALVADOR ASSISTENCIA MÉDICA E ODONTOLÓGICA LTDA,cancelado
411914,2564638000180,SAM SERVIÇO DE ASSISTÊNCIA MÉDICA LTDA,cancelado
406139,15104599000180,SAMA - MINERAÇÃO DE AMIANTO LTDA.,cancelado
302511,45781648000180,SAMAM SERVIÇOS DE ASSISTENCIA  MEDICA DE AMERICANA S/C LTDA,cancelado
358771,43489210000106,SAMCILAR ASSISTENCIA MÉDICA FAMILIAR LTDA.,cancelado
407933,18131003000120,SAME - SERVIÇO ASSISTÊNCIA MÉDICA ESPECIALIZADA LTDA.,cancelado
372960,45467685000119,SAMEC SERVIÇO DE ASSISTÊNCIA MÉDICA E CIRÚRGICA LTDA,cancelado
309192,44295962000190,"SAMED - SERVIÇOS DE ASSISTÊNCIA MÉDICA, ODONTOLÓGICA E HOSPITALAR S.A.",cancelado
363677,1273549000112,SAMEDH - ASSISTÊNCIA MEDICO HOSPITALAR LTDA.,cancelado
411116,4159778000107,SAMEL - SERVIÇO DE ASSISTÊNCIA MÉDICO HOSPITALAR LTDA.,cancelado
35459,4159778000107,SAMEL-SERVIÇO DE ASSISTENCIA MÉDICO HOSPITALAR LTDA,cancelado
335223,29072642000188,SAMER SERVIÇO DE ASSISTENCIA MEDICA DE RESENDE S/C LTDA,cancelado
314561,45406907000193,SAMHO INTERMÉDICA SISTEMA DE SAÚDE LTDA,cancelado
404501,1425681000100,SAMIL PLANO DE SAÚDE LTDA.,cancelado
31248,55804181000362,SAMP BRASILIA ASSISTENCIA MÉDICA S/C LTDA,cancelado
33842,351715000199,SAMP MINAS GERAIS- ASSIST MÉDICA S/C LTDA,cancelado
30038,837549000135,SAMP SUL ASSISTENCIA MEDICA S/C LTDA,cancelado
360015,2860954000108,SAMP SÃO PAULO ASSISTÊNCIA MÉDICA S/C LTDA.,cancelado
37762,1358692000107,SAMPE SOCIEDADE DE ASS. MÉDICA E PEDIÁTRICA S/C LTDA,cancelado
317454,75986455000127,SANADENT ASSISTÊNCIA ODONTOLÓGICA SC LTDA,cancelado
384585,2930236000152,SANAMED - SAÚDE SANTO ANTONIO LTDA,cancelado
365351,60740719000190,SANATORINHOS AÇÃO COMUNITÁRIA DE SAÚDE,cancelado
405655,81306136000126,SANATORIO SÃO JOSÉ LTDA,cancelado
312151,1845117000139,SANTA BARBARA ASSISTENCIA MÉDICA INTEGRADA LTDA,cancelado
349879,49270671000161,SANTA CASA DE CARIDADE E MATERNIDADE DE IBITINGA,cancelado
327999,15153745000168,SANTA CASA DE MISERICORDIA DA BAHIA,cancelado
338214,28683712000171,SANTA CASA DE MISERICORDIA DE BARRA MANSA,cancelado
315893,47024005000118,SANTA CASA DE MISERICORDIA DE CASA BRANCA,cancelado
363405,14330005000197,SANTA CASA DE MISERICORDIA DE ITABERABA,cancelado
372404,14349740000142,SANTA CASA DE MISERICORDIA DE ITABUNA,cancelado
350338,50857960000140,SANTA CASA DE MISERICORDIA DE JOSE BONIFACIO,cancelado
347256,22628044000101,SANTA CASA DE MISERICORDIA DE MONTE SANTO,cancelado
419338,80238926000159,SANTA CASA DE MISERICORDIA DE PONTA GROSSA,cancelado
35686,57038952000111,SANTA CASA DE MISERICORDIA DE SANTO AMARO,cancelado
302121,56725385000109,SANTA CASA DE MISERICORDIA DE STA. BARBARA D'OESTE,cancelado
305898,72457716000123,SANTA CASA DE MISERICORDIA DE TIETE,cancelado
357383,16196263000158,SANTA CASA DE MISERICORDIA DE VITÓRIA DA CONQUISTA,cancelado
339334,25268012000122,SANTA CASA DE MISERICORDIA DO HOSPITAL SAO FRANCISCO DE ASSIS,cancelado
355950,59759084000194,SANTA CASA DE MISERICORDIA DONA CAROLINA MALHEIROS,cancelado
365041,44435451000127,SANTA CASA DE MISERICORDIA SAO FRANCISCO,cancelado
315435,70914171000101,SANTA CASA DE MISERICORDIA SAO VICENTE DE PAULO,cancelado
300748,43751502000167,SANTA CASA DE MISERICÓRDIA DE ARAÇATUBA,cancelado
390178,44782779000110,SANTA CASA DE MISERICÓRDIA DE BARRETOS,cancelado
325252,17209891000193,SANTA CASA DE MISERICÓRDIA DE BELO HORIZONTE,cancelado
35379,50119585000131,SANTA CASA DE MISERICÓRDIA DE ITATIBA,cancelado
331805,51779304000130,SANTA CASA DE MISERICÓRDIA DE LORENA,cancelado
400700,53227229000120,SANTA CASA DE MISERICÓRDIA DE OLIMPIA,cancelado
340448,92219559000125,SANTA CASA DE MISERICÓRDIA DE PELOTAS,cancelado
346306,79724423000104,SANTA CASA DE PARANAVAI,cancelado
403580,72747967000142,SANTA CASA MISERICÓRDIA IRM. SR. DOS PASSOS DE UBATUBA,cancelado
409294,3422547000173,SANTA CATARINA SAUDE SERVIÇOS E CONVENIOS LTDA.,cancelado
323772,37285681000191,SANTA GENOVEVA ADMINISTRAÇÃO E PARTICIPAÇÕES S/S LTDA.,cancelado
306355,10930451000181,SANTA HELENA EMPREENDIMENTOS LTDA.,cancelado
358509,36751634000123,SANTA LUZIA ASSISTENCIA MEDICA S.A.,cancelado
33870,19329002000157,SANTA MARIANA PARTICIPAÇAO E ADMINISTRAÇAO S/A,cancelado
412741,4166866000128,SANTA MONICA SAUDE LTDA,cancelado
413194,4004287000189,SANTA RITA SISTEMA DE SAUDE LTDA,cancelado
413071,4008672000102,SANTAMED SERVIÇOS MÉDICOS E HOSPITALARES LTDA.,cancelado
339245,61922845000129,SANTAMÁLIA SAÚDE S.A.,cancelado
5487,60394301000179,SANTANDER BRASIL SEGUROS S/A,cancelado
6874,61802906000114,SANTANDER BRASIL SEGUROS S/A,cancelado
5762,82687443000167,SANTOS COMPANHIA DE SEGUROS,cancelado
6068,69412997000193,SANTOS SEGURADORA S/A,cancelado
416061,5788578000178,SANTÉ PLANOS ODONTOLÓGICOS LTDA.,cancelado
410039,3105835000102,SANTÉ SAÚDE OCUPACIONAL E RECURSOS HUMANOS LTDA.,cancelado
422509,38420608000148,SAO FRANCISCO OPERADORA DE ASSISTENCIA A SAUDE LTDA,cancelado
314633,2041807000106,SAO LUIZ ASSISTENCIA MÉDICA S/C LTDA,cancelado
414123,4150286000142,SAO MARCOS SAUDE S/C LTDA.,cancelado
323373,960102000159,SAO MIGUEL ODONTOLOGOS ASSOCIADOS,cancelado
381799,60498417000158,SAO PAULO TRANSPORTE S.A.,cancelado
310824,242056000152,SAPUCAIA CLINICAS LTDA.,cancelado
415723,93045334000162,SAS SISTEMAS DE ADMINISTRAÇÃO DE SAÚDE LTDA.,cancelado
5631,34020354000110,SASSE CIA NACIONAL DE SEGUROS GERAIS,cancelado
403415,2914060000145,SASTRAB - SOCIEDADE ASSISTÊNCIAL DOS TRABALHADORES DO BRASIL,cancelado
5240,33429226000161,SATMA - SUL AMÉRICA PARTICIPAÇÕES S/A,cancelado
402524,2411598000137,SAUD VIDA SERVIÇOS DE PLANOS DE SAUDE  LTDA.,cancelado
410047,23854409000170,SAUDE - SISTEMA ASSISTENCIAL UNIFICADO DE EMPRESAS - SOCIEDADE SIMPLES,cancelado
418781,13373539000138,SAUDE CASSEB ASSISTENCIA MEDICA LTDA - EM LIQUIDAÇÃO EXTRAJUDICIAL,cancelado
404411,65167314000129,SAUDE CLIMEDICA S/C LTDA,cancelado
405639,3179495000156,SAUDE MARQUES LTDA,cancelado
405116,59756148000101,SAUDE ODONTO ASSISTENCIA ODONTOLOGICA S/C LTDA,cancelado
361496,2037898000106,SAUDE ORAL SORRIDENTE LTDA.,cancelado
338371,58976200000164,SAUDE PREVENT ASSISTENCIA MÉDICA S/C LTDA,cancelado
30408,2891064000155,SAUDE SAO JOSÉ - SC LTDA,cancelado
359068,2745286000160,SAUDE TOTAL LTDA,cancelado
361780,90090937000198,SAUDENT ASSISTENCIA ODONTOLOGICA LTDA,cancelado
404608,1748340000168,SAUDENTAL ASSISTÊNCIA ODONTOLÓGICA S/C LTDA,cancelado
335444,67003947000127,SAÚDE ABC CONVÊNIOS MÉDICO-HOSPITALARES LTDA,cancelado
412805,4178490000171,SAÚDE ABC SERVIÇOS MÉDICO-HOSPITALARES LTDA,cancelado
357481,837361000197,SAÚDE ASSISTÊNCIA MÉDICA DO ABC S/C LTDA,cancelado
407020,1110639000192,SAÚDE BIOCÓR S/C LTDA,cancelado
416941,10475525000137,SAÚDE BUCAL - OPERADORA DE PLANOS ODONTOLÓGICOS LTDA,cancelado
413984,4418581000137,SAÚDE DA FAMÍLIA ASSISTÊNCIA MÉDICA HOSPITALAR LTDA - ME,cancelado
415685,7783445000134,SAÚDE DENTAL BRASIL ASSISTÊNCIA ODONTOLÓGICA LTDA,cancelado
406546,60117413000182,SAÚDE DENTAL TRAT DENT ASSISTÊNCIA ODONTOLÓGICA S/S LTDA.,cancelado
40366,2941397000141,SAÚDE EXCLUSIV ASSISTÊNCIA MÉDICA S/C LTDA,cancelado
404527,2037934000123,SAÚDE GRANDE RIO LTDA.,cancelado
303020,1400520000154,SAÚDE JOINVILLE ADMINISTRADORA DE SERVIÇOS DE SAÚDE LTDA,cancelado
40176,1954836000198,SAÚDE REAL LTDA,cancelado
415171,4671075000155,SAÚDE É TUDO ASSISTÊNCIA ODONTOLÓGICA LTDA.,cancelado
360465,512543000198,SB SAÚDE LTDA SOCIEDADE SIMPLES,cancelado
310344,55989784000114,SBH SANTA CASA DE MISERICORDIA DE RIBEIRAO PRETO,cancelado
315605,1909552000180,SBT ON LINE SYSTEMS LTDA,cancelado
414344,4615497000103,SCHNORR & CIA LTDA,cancelado
338541,1930745000112,SEADEL - EMPRESA DE ASSISTÊNCIA ODONTOLÓGICA S/C LTDA,cancelado
327077,92812049001139,SEC - HOSPITAL DE CARIDADE DE VIAMÃO,cancelado
408603,42281006000124,SEDEG ASSISTÊNCIA ODONTOLÓGICA LTDA.,cancelado
343641,80920960000109,SEDEL S/C LTDA,cancelado
404284,2759217000105,"SEGROB -  CONSULTORIA, ASSESSORIA E PLANEJAMENTO S/C LTDA.",cancelado
5061,36125094000172,SEGURADORA OCEANICA S/A,cancelado
306568,2753324000126,SEGURANÇA SAÚDE CENTER OPERADORA DE PLANOS DE SAUDE LTDA.,cancelado
423301,45397086000176,SEI SAÚDE LTDA ,cancelado
405680,1871942000108,SEIKA RM ASSISTÊNCIA ODONTOLÓGICA S/C LTDA.,cancelado
338362,44269579000168,SEISA SERVIÇOS INTEGRADOS DE SAÚDE LTDA.,cancelado
317161,877840000137,SELF ASSOCIAÇÃO ASSISTENCIAL,cancelado
347132,61400925000114,SEMECO SERVIÇOS DE ASSISTÊNCIA ODONTOLÓGICAS LTDA.,cancelado
37739,70198254000141,SEMED SAUDE SERVIÇOS MÉDICOS S/C LTDA.,cancelado
376680,2818976000100,SEMEG - SERVIÇOS MÉDICOS GLOBAL LTDA,cancelado
313041,33710096000130,SEMEG - SERVIÇOS MÉDICOS GUANABARA LTDA,cancelado
414280,4572122000103,SEMEG SAÚDE LTDA,cancelado
342882,2653033000166,SEMERGES SERVIÇOS MÉDICOS E ADMINISTRAÇÃO LTDA,cancelado
303691,906952000179,SEMEV SERVIÇO MÉDICO DE VITORIA DA CONQUISTA S/C LTDA.,cancelado
315761,33683814000127,SEMIC - SERVIÇOS MÉDICOS À INDÚSTRIA E COMÉRCIO LTDA.,cancelado
354805,27384155000125,SEMIC SERVIÇOS MÉDICOS A INDÚSTRIA E COMÉRCIO DO ES LTDA,cancelado
37913,30595730000143,SEMOA- SERVIÇOS MÉDICOS E ODONTOLÓGICOS ALCÂNTARA S/C,cancelado
400866,83367292000122,SEMPER SAÚDE ASSISTÊNCIA MÉDICA S/C LTDA.,cancelado
31751,34159665000164,SEMPRE SAUDE DE EMPRESAS S/C LTDA.,cancelado
422142,35147626000100,SEMPRE SAUDE FAMILIA ADMINISTRADORA DE BENEFICIOS LTDA - EM LIQUIDAÇÃO EXTRAJUDICIAL,cancelado
415642,5979663000113,SEMPRE SORRIR ASSISTENCIA ODONTOLOGICA LTDA,cancelado
417416,11654937000105,SEMTRA ADMINISTRADORA DE BENEFÍCIOS LTDA,cancelado
308510,33469172002888,SENAC - SERVIÇO NACIONAL DE APRENDIZAGEM COMERCIAL,cancelado
416967,9281129000190,SEPACO AUTOGESTÃO,cancelado
352942,56092844000164,SEPAO - ASSISTÊNCIA ODONTOLÓGICA EMPRESARIAL LTDA.,cancelado
301213,2542491000128,SER ÚNICO - PLANOS ODONTOLÓGICOS S/S LTDA.,cancelado
361712,87322970000191,SERCLIN - SERVIÇOS CLÍNICOS DE SÃO LEOPOLDO LTDA.,cancelado
415006,87054359000120,SERDIL- SERVIÇO ESPECIALIZADO EM RADIODIAGNÓSTICO LTDA.,cancelado
407194,1460461000100,SERENITAS CONSULTORIA E MARKETING S/C LTDA.,cancelado
374920,1941162000197,SERMED SAUDE VIRADOURO S/C LTDA,cancelado
401153,20265732000110,SERMED SERVIÇOS MÉDICOS UBERLÂNDIA LTDA,cancelado
306649,25658691000146,SERPRAM - SERVIÇO DE PRESTAÇÃO DE ASSISTÊNCIA MÉDICO-HOSPITALAR S.A.,cancelado
406759,3098513000175,SERRA DO MAR  PLANO DE SAUDE LTDA,cancelado
402605,34559518000181,SERV. DE ASSIST. MÉD. HOSP. DA AMAZÔNIA LTDA,cancelado
407801,30650451000135,SERV. INTEGRADOS MÉDICO ODONTOLÓGICO LUSO BRASILEIROS LTDA,cancelado
413577,3670274000186,SERV.DE ASSIST. A SAÚDE DOM. E HOSP. INTEGRADO S/C LTDA.,cancelado
358681,869281000113,SERVDENT SERVIÇOS ODONTOLÓGICOS,cancelado
342971,61687356000130,SERVICO SOCIAL DA IND DA CONSTR E DO MOBIL DO ESTADO DE SP,cancelado
402931,438904000101,SERVICOS ODONTOLOGICOS INTEGRADO S/C LTDA,cancelado
376493,91994574000188,SERVIDONTO CLINICA ODONTOLOGICA LTDA,cancelado
341134,1999871000123,SERVITAL ASSISTENCIA MÉDICA S/C LTDA,cancelado
409251,2882567000164,SERVIÇO DE ASSISTÊNCIA MÉDICA ANDRÉ ROCHA LTDA.,cancelado
406775,607381000171,SERVIÇO DE ASSISTÊNCIA MÉDICO-ODONTOLÓGICA IBIRITENSE S/C LTDA.,cancelado
405370,27970011000150,SERVIÇO MÉDICO AMBULATORIAL LUSO BRASILEIRA LTDA.,cancelado
403008,1162461000123,SERVIÇO ODONTOLOGICO INTEGRADO SC LTDA,cancelado
366447,33641358166980,SERVIÇO SOCIAL DA INDUSTRIA - SESI DEPARTAMENTO REGIONAL BAHIA,cancelado
414301,3819157000131,SERVIÇO SOCIAL DA INDUSTRIA - SESI DR/MT,cancelado
334472,33641358117939,SERVIÇO SOCIAL DA INDÚSTRIA,cancelado
307351,97349781000166,SERVIÇOS  MÉDICOS  PACHECO  LTDA,cancelado
402826,12460911000180,SERVIÇOS ASSISTENCIAIS MÉDICOS CALILA,cancelado
351806,40425860000191,SERVIÇOS DE MEDICINA INTERNA S/C LTDA,cancelado
408875,1393253000135,SERVIÇOS DE SAUDE INTEGRADOS DE PIABETA LTDA,cancelado
408077,3330439000170,SERVIÇOS MÉDICOS E ASSISTENCIAIS DE BARRINHA S/C LTDA,cancelado
385085,88458682000121,SERVIÇOS MÉDICOS SANTA FÉ LTDA,cancelado
364801,42776286000141,SERVIÇOS ODONTOLOGICOS S/C LTDA,cancelado
302058,2212834000196,SERVIÇOS ODONTOLÓGICOS S/C LTDA,cancelado
326356,85204279000188,SERVMED SAÚDE LTDA,cancelado
411825,3769599000110,SESI - SERVIÇO SOCIAL DA INDUSTRIA - DR/MS,cancelado
415359,7578281000103,SESI-RJ FIRJAN CIRJ SAÚDE,cancelado
317098,1497909000160,SETSAUDE LTDA,cancelado
411400,2817789000101,SHIRLEY BATISTA LIMA DO AMARAL,cancelado
410489,2436226000165,SHK ADMINISTRADORA DE SERVIÇOS DE SAÚDE LTDA.,cancelado
354694,47821616000197,SIAM - SERVIÇOS À INDÚSTRIA DE ASSISTÊNCIA MÉDICA S/C LTDA.,cancelado
406791,1306393000129,SIAMED SOCIEDADE IPORAENSE DE ADMINISTRAÇÃO DE PLANOS DE SAUDE L,cancelado
342858,43350131000101,SILVIO SANTOS PARTICIPAÇÕES S/A,cancelado
407003,3147855000138,SIMES L. M. SAÚDE EMPRESARIAL LTDA,cancelado
420689,25073621000126,SIMPLES ADMINISTRADORA DE BENEFÍCIOS LTDA ME,cancelado
422738,39241118000147,SIMPLES VR SAÚDE LTDA,cancelado
400785,78311800000110,SINAMED SERVIÇOS MEDICOS E HOSPITALARES LTDA,cancelado
346161,60970597000129,SIND. TRAB.EMP.TELECOM. OP. MESAS TEL. ESTADO SP,cancelado
382833,92958990000193,"SINDICATO DOS ASSALARIADOS ATIVOS, APOSENTADOS E PENSIONISTAS NAS EMPRESAS GERADORAS, OU TRANSMISSORAS, OU DISTRIBUIDORAS, OU AFINS DE ENERG",cancelado
330655,24199317000167,SINDICATO DOS AUDITORES FISCAIS DO TESOURO ESTADUAL DO RIO GRANDE DO NORTE - SINDIFERN ,cancelado
407186,1610484000153,SINDICATO DOS CONTABILISTAS NO ESTADO DE GOIAS,cancelado
353949,58251224000156,SINDICATO DOS DESPACHANTES ADUANEIROS DE SANTOS,cancelado
415707,24129496000166,SINDICATO DOS FUNCIONARIOS INTEGRANTES DO GRUPO DE AUDITORES DO TESOURO ESTADUAL DE PERNAMBUCO - SINDIFISCO-PE,cancelado
40085,24129496000166,SINDICATO DOS FUNCIONÁRIOS INTEGRANTES DO GRUPO OCUPACIONAL AUDI,cancelado
411639,62584230000100,SINDICATO DOS JORNALISTAS PROFISSIONAIS NO ESTADO DE SÃO PAULO,cancelado
413445,543363000173,SINDICATO DOS PROFESSORES NO DISTRITO FEDERAL,cancelado
411337,2661983000132,"SINDICATO DOS REF PENS POL MIL, BRIG E CORPOS DE BPM",cancelado
403814,87203048000185,SINDICATO RURAL DE ALEGRETE,cancelado
418463,13630430000139,SINDO ODONTO ASSISTENCIA ODONTOLOGICA LTDA,cancelado
34296,1275724000100,SIPS - SISTEMA PERSONALIZADO DE SAUDE LTDA,cancelado
409448,3454861000138,SIS PLANOS DE SAUDE LTDA,cancelado
35486,2150598000120,SIS SISTEMA INTERATIVOS DE SAUDE LTDA,cancelado
319139,1396741000104,SISBRAMED-SISTEMA BRASILEIRO DE ATENDIMENTO MÉDICO S/C LTDA,cancelado
407798,3333105000150,SISMOL SIST. INTERMEDIÁRIO EM SERV. MÉD. ODONTOLÓGICO LTDA.,cancelado
401862,2987494000175,SISTEMA  ODONTOLÓGICO SAÚDE S/C LTDA.,cancelado
381209,711215000110,SISTEMA AMPLO DE CONVENIO ODONTOLOGICO S/C LTDA ME,cancelado
410373,3401615000118,SISTEMA DE SAUDE BEM-QUERER LTDA,cancelado
337609,1249769000100,SISTEMA DE SAUDE E ASSISTENCIA DENTARIA LTDA,cancelado
311677,78732542000146,SISTEMA DE SAUDE PROCLIN LTDA,cancelado
412589,3932388000157,SISTEMA DE SAÚDE LIDER LTDA - ME,cancelado
343226,96512322000199,SISTEMA DE SAÚDE VILA MATILDE S/C LTDA,cancelado
368130,92518257000158,SISTEMA GEBEMED DE SAÚDE LTDA,cancelado
421511,30877030000141,SISTEMA INTEGRADO DE TRATAMENTO ODONTOLÓGICO CURITIBA EIRELI,cancelado
340332,46001681000103,SISTEMA IPIRANGA DE ASSISTÊNCIA MÉDICA LTDA.,cancelado
34453,2821969000159,SISTEMA MODULADO DE SAÚDE S/C..,cancelado
404748,86909421000155,SISTEMA ODONTOLOGICO DE SAUDE LTDA.,cancelado
403873,73732380000122,SISTEMA ODONTOLOGICO INTEGRADO LTDA.,cancelado
409588,1723499000128,SISTEMA ÚNICO DE ASSISTÊNCIA ODONTOLÓGICA LTDA.,cancelado
418315,13623104000102,SISTEMAS ASSISTENCIA ODONTOLOGICA LTDA.,cancelado
311316,2179154000118,SISTEMAS E SERVIÇOS DE SAUDE LTDA.,cancelado
333271,26333286000110,SITCOM - SISTEMAS INTEGRADOS DE TELECOMUNICAÇOES LTDA,cancelado
416266,7054725000101,SITTO - SISTEMA INTEGRADO DE TRATAMENTO ODONTOLÓGICO,cancelado
406325,1647120000148,SIX ASSISTÊNCIA ODONTOLÓGICA S/C LTDA,cancelado
355348,1030494000110,SL SAUDE S.A,cancelado
415251,1348784000106,SM SERVIÇOS ODONTOLÓGICOS S/C LTDA.,cancelado
420298,24000629000108,SMART DENTAL ODONTOLOGIA EIRELI - ME,cancelado
349755,32538373000107,SMEDSJ - SERVIÇOS MÉDICOS SÃO JOSE LTDA,cancelado
351644,31160674000187,SMH - SOCIEDADE MÉDICO HOSPITALAR LTDA,cancelado
332119,29974540000158,SMIL - SERVIÇOS MÉDICOS INFANTIL LTDA,cancelado
411833,3637043000170,SMILEPREV SISTEMA DE SAUDE ODONTOLOGICA S/C LTDA,cancelado
407739,31104524000156,SMO - SERVIÇO DE MEDICINA OCUPACIONAL LTDA,cancelado
407640,2172544000166,SMO SERVIÇOS MÉDICOS ODONTOLÓGICOS LTDA.,cancelado
311405,31754070000169,SMS - ASSISTÊNCIA MÉDICA LTDA - EM LIQUIDAÇÃO EXTRAJUDICIAL,cancelado
349194,64486285000103,SMV SERVIÇOS MÉDICOS LTDA,cancelado
335118,29555059000128,SOBAM SOCIEDADE BENEF.DE ASSIST.MED.ODONTOLOGICA,cancelado
411621,60594538000101,SOBRAL INVICTA S/A,cancelado
318671,61273000146,SOC COOP DE TRAB ODONTOL DE TOLEDO PR LTDA,cancelado
359734,88321278000101,SOC COOP TRABALHO MEDICO LTDA - UNIMED JACUÍ,cancelado
310271,48697338000170,SOC SANTAMARENSE BENEF GUARUJA - HOSP STO AMARO,cancelado
393029,71305635000145,SOC.BENEFIC.HOSP. SANTA CASA DE MISERICORDIA DE SERRANA,cancelado
403466,47411913000164,SOCI - SERVIÇOS ODONTOLÓGICOS S/C LTDA,cancelado
404349,2825690000143,SOCIALODONTO-PLANOS ASSIST.ODONT.S/C LTDA,cancelado
309834,60975737002014,SOCIEDADE BENEFICENE SÃO CAMILO,cancelado
304557,61571071000139,SOCIEDADE BENEFICENTE CARLOS DUMONT VILLARES,cancelado
33758,92770221000752,SOCIEDADE BENEFICENTE CRUZEIRAS DE SAO FRANCISCO,cancelado
409022,47404801000186,SOCIEDADE BENEFICENTE DE CRAVINHOS SANTA CASA,cancelado
412139,88373121000120,SOCIEDADE BENEFICENTE DE PAROBÉ,cancelado
301396,3873593000199,SOCIEDADE BENEFICENTE DO HOSPITAL N. S. AUXILIADORA,cancelado
404195,59302026000137,SOCIEDADE BENEFICENTE HOSPITALAR SÃO CAETANO,cancelado
33656,60975737003339,SOCIEDADE BENEFICENTE SAO CAMILO -HOSPITAL N.S. DO CARMO,cancelado
412511,97279350000170,SOCIEDADE BENEFICENTE SAPIRANGUENSE,cancelado
357880,60975737004149,SOCIEDADE BENEFICENTE SÃO CAMILO,cancelado
343811,43967272000178,SOCIEDADE BENEFICENTE UNIÃO OPERÁRIA DE ARARAQUARA,cancelado
