RazaoSocial,UF,Total_Despesas,Media_1º_Trimestre,Media_2º_Trimestre,Media_3º_Trimestre,Desvio_1º_Trimestre,Desvio_2º_Trimestre,Desvio_3º_Trimestre
ASSOCIAÇÃO PLANO DE SAÚDE SANTA CASA DE VALINHOS,SP,26034191.93,1599325.904,2247924.4625,1809172.912,2381485.302999953,2884064.6636439785,2715442.5328826187
UNIMED ALTO JACUÍ/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA,RS,25680668.240000002,356170.44260869565,364490.625,397316.9572727273,597539.7731024716,630495.4247535593,654643.4934877126
ASSOCIAÇÃO DOS AUDITORES FISCAIS DA RECEITA ESTADUAL DO RIO DE JANEIRO,RJ,25434718.34,1729674.2719999999,1495280.772,1861988.6239999998,2183531.8643509634,1815517.4561378423,2517999.9968971447
UNIMED VALE DO URUCUIA - COOPERATIVA DE TRABALHO MEDICO LTDA,MG,25278202.26,1337424.4716666667,1341627.2883333333,1533981.9500000002,3051075.2377373492,3024699.571659629,3511266.0569489906
UNIMED NOROESTE FLUMINENSE - COOPERATIVA DE TRABALHO MÉDICO LTDA,RJ,25191973.650000002,4090856.595,4273110.44,4232019.79,5466799.05758135,5844856.646778016,5812342.165780647
UNIMED CATAGUASES COOPERATIVA DE TRABALHO MÉDICO LTDA,MG,24902836.84,215229.29611111112,185349.94813953488,213593.8234883721,409570.4398607149,362620.911185716,419596.96041396254
FILOSANITAS SAUDE LTDA,SP,24829171.57,788708.4855555556,929430.6633333334,1040657.6922222222,769355.8355783237,1446310.4104849359,1517898.7484194909
UNIMED PATOS - COOPERATIVA DE TRABALHO MÉDICO,PB,24724267.04,350965.57428571425,389225.2019047619,437155.2733333333,803868.7978280021,905146.6994042768,967687.6112771411
UNIMED DE IBITINGA COOPERATIVA DE TRABALHO MÉDICO,SP,24637117.2,503124.00875,568717.0126666666,503523.61687500007,926502.6494154212,1039148.2228959457,960404.4409964746
SOCIEDADE BENEFICENTE DEZOITO DE JULHO,MG,23721781.34,1838099.0999999999,1954770.8699999999,2137575.365,1983700.384910308,2184429.1853735754,2289870.9868708686
IRMANDADE DA SANTA CASA DE MISERICÓRDIA E MATERNIDADE DONA ZILDA SALVAGNI,SP,23716505.52,2503923.953333333,2713490.446666667,2688087.44,499315.1726444255,78446.29321919807,133564.31301857808
ASSOCIAÇÃO DOS EMPREGADOS DA COMPANHIA ESTADUAL DE HABITAÇÃO E OBRAS PÚBLICAS - ASSEC,SE,23681505.51,3580884.425,2519639.256666667,4480409.445,5063073.188171697,4356496.54077009,6315974.028004365
UNIMED ITAJUBA COOPERATIVA DE TRABALHO MEDICO,MG,23501315.78,230036.95666666667,269769.74962962966,437952.17115384614,365919.74365898786,429313.5861939321,887861.9816079377
ASSOCIAÇÃO SAÚDE CONCEIÇÃO,SC,23376374.03,984009.6285714286,1185083.4714285713,1170388.9042857145,2363996.9868055186,2872410.7046723086,2804270.7579379827
UNIMED VALE DO PIQUIRI-COOPERATIVA DE TRABALHO MÉDICO VALE DO PIQUIRI ,PR,23230609.14,551184.293076923,575732.5753846153,660053.0653846153,1160758.4365233686,1233297.7965330703,1414907.6676007775
PLAMER PLANO MEDICO RESENDE LTDA,RJ,22710570.14,1067123.99875,988878.54125,782818.7274999998,1498900.5552933146,1428399.7196404838,1191963.1972855532
TRINO - ALIANCA FILANTRÓPICA DE ASSISTÊNCIA E INTEGRAÇÃO PARA O DESENVOLVIMENTO DA SAUDE,ES,22511182.2,2146950.473333333,2532628.0133333327,2824148.9133333336,3505847.40828284,4107457.884090898,4676060.57275581
UNIMED NORTE PAULISTA - COOPERATIVA DE TRABALHO MÉDICO,SP,22393594.42,189221.73555555556,199352.7675,240140.35171428573,344611.5558560239,356608.1840043776,403580.4227281586
ADVANCE PLANOS DE SAÚDE LTDA,SP,22114059.11,2203944.27,2608064.06,2559344.7066666665,2974676.476924666,3523721.798991373,3455163.695672514
UNIMED PLANALTO CENTRAL/RS - COOPERATIVA DE ASSISTÊNCIA  À SAÚDE LTDA.,RS,22107257.34,439384.39428571425,546255.9523076924,632467.7457142856,613239.5776127656,715211.0901690178,862069.113061366
PRONTOCLINICA E HOSPITAIS SAO LUCAS S/A,MG,21963184.52,376490.4041176471,374361.28473684215,367390.5756521739,715900.6056805347,712177.9441199487,771486.8171048231
ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE ARAÇATUBA (APAS),SP,21832399.42,1815944.0325,1814812.3900000001,2436457.9099999997,3608749.4835510226,3615987.1709129424,4207778.111767862
UNIMED DE UBA COOPERATIVA DE TRABALHO MEDICO,MG,21805539.17,224502.0820689655,257194.74607142856,269784.19666666666,660699.0995992004,815670.2984905153,852582.7527678952
UNIMED DE REGISTRO COOPERATIVA DE TRABALHO MÉDICO,SP,21605409.97,1413259.3699999999,1524190.058,1383632.566,1507375.7034660997,1518964.7140701846,1433024.497411829
SANTA CASA DE MISERICORDIA HOSPITAL SÃO VICENTE,SP,21562391.14,850352.71,908978.4775,575980.126153846,1865952.551626436,2069501.9700889029,1180434.7229769817
UNIMED DE DRACENA - COOPERATIVA DE TRABALHO MÉDICO,SP,21458083.47,178382.77777777778,170962.27513513513,241963.8691666667,370641.775796841,359370.4454730199,485610.1014802291
UNIX SAÚDE S.A,BA,21141635.259999998,676418.567,717048.3740000001,720696.5849999998,960263.3204321844,1128278.509829665,1174746.3764899638
ASSOCIAÇÃO SANTA CASA CLÍNICAS DE BIRIGUI,SP,21071446.49,596368.878181818,647373.920909091,671843.2454545455,970650.6666835436,1044628.4769930616,1089334.968801418
SV SAUDE ADMINSTRADORES DE PLANO DE SAUDE LTDA,RJ,21018983.81,844437.1671428571,1014694.34,998624.1314285715,1884699.4315773656,2396387.328014915,2191145.533713903
ASSOCIAÇÃO GOIANA DO MINISTÉRIO PÚBLICO,GO,20940187.349999998,3290118.4699999997,3402935.3699999996,3777039.835,2973333.0324905086,3366284.00876844,3362769.0163145014
PB ASSISTENCIA MEDICA EU LTDA,BA,20932037.13,979379.034,1448357.302,1758671.0900000003,1442682.8881982034,2129633.1876914073,2691262.744491873
UNIMED REGIÃO DA CAMPANHA/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.,RS,20923138.59,255354.8852,312672.3147826087,272140.86000000004,588851.6674878864,709873.0516247835,695787.6425360594
ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA A SAÚDE DA BAIXADA SANTISTA,SP,20794536.71,2353329.3866666667,2372370.1733333333,2205812.676666667,4035113.588378906,4064821.2081247056,3778327.5343108405
UNIMED DE ADAMANTINA-COOPERATIVA DE TRABALHO MÉDICO,SP,20643606.03,156456.73236842104,156729.32583333334,196869.44499999998,310785.1586244606,339895.9220264667,376649.5638704247
UNIMED CARATINGA - COOPERATIVA DE TRABALHO MÉDICO LTDA,MG,20065517.67,704232.3522222223,745462.4277777779,877283.0812499999,862057.2311970115,896772.3841558703,996458.8961084322
UNIMED REGIONAL DE FLORIANO - COOPERATIVA DE TRABALHO MÉDICO,PI,19631705.62,665476.902,615164.191,682529.469,813745.5374502786,790489.0654775375,838736.8697150594
EVANGELICO SAUDE LTDA.,PR,19166683.43,321360.491,327301.585,360423.42526315793,926376.8369762689,843567.6085875138,921122.4758775057
COOPERATIVA DOS USUÁRIOS DE SERVIÇOS DE SAÚDE DO VALE DO RIO DOS SINOS LTDA,RS,19122574.860000003,2114034.346666666,2050280.3166666671,2209876.956666667,3401183.7968047075,3251336.3091110294,3574625.01530536
UNIMED LEOPOLDINA COOPERATIVA DE TRABALHO MÉDICO LTDA,MG,18977611.08,567225.4083333333,738059.369,819366.494,873267.1314357391,1564352.3180831592,1184775.138040363
UNIMED VILHENA - COOPERATIVA DE TRABALHO MEDICO LTDA,RO,18873574.91,545560.78,300815.31923076924,796003.5928571429,617606.5001448814,419366.5359142953,896242.1621090339
CAIXA DE ASSISTÊNCIA DO SINDFISCO - CASSIND,SE,18707470.57,1358525.0075,1688613.1249999998,1629729.5099999998,2445418.226230733,3093602.88059141,3016296.6295821504
ALLIANZ SAÚDE S/A,SP,18650505.59,2456888.946666667,2365219.6066666665,1394726.6433333338,3319615.6152215176,3356504.23322306,2178938.3806484938
PESSOAL SAÚDE PLANOS DE ASSISTÊNCIA MÉDICA LTDA,SP,18557173.0,1974970.1500000001,2031710.7933333337,2179043.39,2537343.016007838,3209874.078401289,3416956.2547579957
UNIMED SÃO SEBASTIÃO DO PARAÍSO COOPERATIVA DE TRABALHO MÉDICO,MG,18534782.21,322789.87529411766,473484.4914285714,458469.38928571425,550086.2706423276,689450.0925278254,620702.1681312603
COOPERATIVA DOS USUÁRIOS DE SERVIÇOS DE SAÚDE LTDA.,RS,18526846.099999998,893377.8933333334,988479.2133333334,1205950.5766666664,1409469.592827076,1600494.7929414653,1893163.448882117
MAIS SAUDE S/A,ES,18290732.05,2239299.185,,2333383.8275000006,2193572.843556963,,1742520.0782864324
AME VVIDA PLANOS DE SAUDE INTEGRADO LTDA.,RO,18232582.71,6106810.28,3063925.9600000004,2998960.255,,4303889.654251697,4183262.6750324187
UNIMED DE CORUMBA COOPERATIVA DE TRABALHO MÉDICO,MS,18015359.08,687152.1642857142,609527.4500000001,590953.8163636363,1123332.3199047127,1315739.378920879,1252381.454559231
UNIMED TRÊS PONTAS - COOPERATIVA DE TRABALHO MÉDICO,MG,17989464.96,191867.31466666667,218818.95785714287,226167.21111111113,565158.3053243047,627107.6654219442,643011.7589155093
UNIMED CACERES COOPERATIVA DE TRABALHO MÉDICO ,MT,17908905.4,198327.09935483872,176274.5171875,185453.9627272727,405630.34496177104,344047.1937038446,364867.66537286114
SOCIEDADE PORTUGUESA DE BENEFICÊNCIA,RS,17867557.560000002,413165.6015384615,360998.845625,420026.4506250001,845006.0733585962,871670.7588819034,992865.4873810816
CAIXA DE ASSISTÊNCIA DOS MAGISTRADOS DE PERNAMBUCO,PE,17699405.14,500042.713,602913.154,666984.6470000001,888463.3960588861,1139678.0773593711,1296467.61234817
CARE PLUS ODONTOLOGIA ASSISTENCIAL LTDA.,SP,17653139.009999998,877802.9924999999,921064.835,2091533.5399999998,1310284.6602820174,1319172.8618487979,2293536.0233655903
SANTA CASA DE MISERICÓRDIA E BENEFICÊNCIA PORTUGUESA,SP,17651199.64,1116584.08,1636288.5375,1659927.2924999997,1440797.0740623144,1941438.9414669655,1946731.7721805158
UNIMED VALE DO CORUMBÁ COOPERATIVA DE TRABALHO MEDICO,GO,17459535.77,440144.47500000003,490818.0,523998.8391666666,937798.9896979022,1060426.954847164,1149232.7500432162
DESBAN - FUNDAÇÃO BDMG DE SEGURIDADE SOCIAL,MG,17412261.880000003,694716.12125,746032.42375,735784.1900000002,1686654.9919932813,1686935.7770361523,1792997.9564747284
TOTAL ASSISTÊNCIA MÉDICA HOSPITALAR LTDA,MG,17277650.47,1354041.5899999999,3252612.6799999997,4032170.9650000003,1416268.1459786464,2995170.6819245713,7805704.982404723
BIO SAÚDE SERVIÇOS MÉDICOS LTDA,SP,17111294.76,1576613.485,1805814.7525,895395.4525000001,2938717.6746977046,3307039.3842657735,1452366.7873355069
UNIMED VIÇOSA - COOPERATIVA DE TRABALHO MÉDICO,MG,16875716.96,258981.57200000001,259546.04045454544,176060.95970588236,543635.3897549175,609792.7652688607,363124.8330933166
ASSOCIACAO DOS PROFESSORES UNIVERSITÁRIOS DA BAHIA,BA,16674061.45,1403133.7825,1330904.34,1912636.32,2765053.6901553245,2591206.466344331,3253574.591036078
AURORA SAÚDE LTDA,MG,16650825.01,2000000.5099999998,1404788.7400000002,1757917.2574999998,710076.6296675309,1747007.613877814,2106684.2869558856
UNIODONTO REGIONAL COOPERATIVA ODONTOLOGICA,MG,16512866.53,546823.3122222222,612109.4233333333,675830.2122222222,880837.6181424476,1004747.17537544,1114877.5494986454
VIDA TOP MAIS SAÚDE OPERADORA DE PLANOS DE SAÚDE LTDA.,SP,16272734.51,503781.10142857145,802902.841111111,788591.6042857142,1186778.8986748795,1592761.609160481,1855134.285545921
UNIODONTO PORTO ALEGRE COOPERATIVA ODONTOLOGICA LTDA,RS,16164172.99,1022140.8975000001,1299603.2625000002,1719299.0875,1046545.8904857385,800712.9320749916,1397534.9723419775
UNIMED VERTENTE DO CAPARAÓ - COOPERATIVA DE TRABALHO MÉDICO LTDA,MG,16094202.66,375171.6271428572,348046.058,312283.83388888894,666143.2662158117,526696.2629954126,569838.0179990792
HOSPITAL DE PRONTOCLINICA LTDA.,RS,15977534.15,877391.79,917259.5383333334,868271.0300000001,1232533.1204385196,1244050.9816243793,1219550.7847190886
ASSOCIAÇÃO VALEPARAIBANA DE ASSISTÊNCIA MÉDICA POLICIAL,SP,15894300.26,6501086.47,6077687.14,3315526.6500000004,,,
AMPARA ASSISTÊNCIA MÉDICA PARAÍSO LTDA,MG,15798048.08,343935.95133333333,320842.2793333333,364148.41375000007,504013.9112626335,471596.3364636269,553246.3610870255
FUNDAÇAO COMPESA DE PREVIDENCIA E ASSISTENCIA - COMPESAPREV,PE,15577064.409999998,528580.2825,652125.4249999999,766427.34375,1230733.5920569035,1553128.520955909,1902342.877366638
UNIMED DE TUPA COOPERATIVA DE TRABALHO MÉDICO,SP,15330859.18,253881.1842857143,217275.0223809524,271828.942,356340.8325959244,364125.4349079573,475755.8440209478
UNIODONTO MACEIÓ COOPERATIVA ODONTOLÓGICA,AL,15298336.860000001,2410034.21,2491442.9699999997,2747691.2500000005,3286718.2889975295,3392698.9018184794,3770537.365694724
SANTA CASA DE SAÚDE - SCS,ES,15175077.35,393405.567,604034.5977777778,580471.03,605701.5716124659,900643.9325921872,862578.9781790305
FUNASA SAÚDE,PB,15148243.84,933211.4379999998,856918.4883333333,1335168.9300000002,1217401.443091797,1256836.6016300516,1317834.3666658974
ASSOCIAÇAO UNISAUDE MARAU,RS,15027331.290000001,839997.92,845089.5916666667,819467.7033333335,1410321.1592689862,1509877.1707368975,1419984.4341349204
UNIODONTO PIRACICABA - COOPERATIVA ODONTOLÓGICA,SP,14888002.95,527110.36125,671654.0874999999,588654.1511111112,960818.1625215114,1224985.3044243082,1122015.6927062091
UNIODONTO BELÉM - COOPERATIVA DE ASSISTÊNCIA À SAÚDE ODONTOLÓGICA,PA,14838566.0,723780.1357142858,688081.4342857143,707933.5728571428,1069632.0488657493,1016630.0942582064,1033502.0409478409
UNIDENTIS ASSISTENCIA ODONTOLOGICA LTDA.,PB,14619744.379999999,2417920.89,2452318.13,2439633.17,115359.16804972633,26861.430982358197,34392.075775588346
ATITUDE SAÚDE ASSISTÊNCIA MEDICA LTDA,BA,14606072.55,1340177.1066666667,1407421.3500000003,2121092.393333333,1025210.9507384689,1105980.3511417077,1781655.1335189869
UNIMED DE JATAÍ COOPERATIVA DE TRABALHO MÉDICO LTDA.,GO,14479989.84,78133.67267857143,86475.39472727272,95506.38321428571,169149.06639460605,191562.3501736852,199868.6551377785
ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE DE PRESIDENTE PRUDENTE (APAS),SP,14208352.799999999,1044447.6900000001,1663988.5033333336,1259649.1324999996,2013862.288075346,2774175.122038417,2447438.494822351
ATÍVIA SERVIÇOS DE SAÚDE S/A,SP,14019224.02,,689731.129090909,804022.7,,697495.1585545931,960307.6851775426
UNIMED CAJAZEIRAS - SOCIEDADE COOPERATIVA DE TRABALHO MÉDICO,PB,13933416.77,2210297.4899999998,2244608.1750000003,2511802.72,3124772.6493193978,3173472.9247462787,3551808.9443091042
UNIMED OESTE DO PARÁ - COOPERATIVA DE TRABALHO MÉDICO,PA,13771518.21,5446366.2,3593584.81,4731567.200000001,,,
NACIONAL ODONTO OPERADORA DE PLANOS ODONTOLÓGICOS LTDA.,PE,13470410.94,2169024.075,2201417.95,2364763.4449999994,1828747.3114458108,1315214.653209004,1357380.993277144
ON MED ASSISTÊNCIA MÉDICA LTDA,RS,13447670.44,467137.01399999997,698852.7283333334,1729717.25,652491.7570738972,1153591.5649917657,2324474.9484044737
UNIMED DE MONTE ALTO - COOPERATIVA DE TRABALHO MÉDICO,SP,13384085.89,387813.6425,365576.41000000003,331485.73750000005,715430.3258030802,669486.232139999,560951.8143771426
UNIMED DE MINEIROS COOPERATIVA DE TRABALHO MÉDICO ,GO,12922017.13,217840.54555555558,233660.2231578947,253407.94833333336,351828.6236752712,374606.6930057082,415043.79211206146
UNIMED PONTE NOVA COOPERATIVA DE TRABALHO MEDICO LTDA,MG,12865493.05,479710.33125,437195.7788888889,565894.2655555555,698930.2584820436,678227.2687474613,860966.3180832091
RIO DOCE SAÚDE,ES,12810795.58,486338.64375,503618.3987500001,543459.9155555556,1116879.3268252553,1174454.1958001428,1283045.695703997
UNIMED DE MOCOCA COOPERATIVA DE TRAB. MÉDICO,SP,12809872.37,146740.59608695653,178418.64399999997,207265.52333333332,286154.4600239868,438598.8608337622,444500.4728785497
UNIMED DE PENAPOLIS - COOPERATIVA DE TRABALHO MEDICO,SP,12743440.69,107184.02138888888,111816.79416666666,124600.29051282052,233818.4249490433,233015.1362506949,313721.9282120333
UNIMED DE BARRETOS COOPERATIVA DE TRABALHO MÉDICO,SP,12266372.9,402886.36222222226,526002.55125,554046.9037500002,747514.2035334489,838249.5401955709,866070.5900050313
UNIODONTO DE FORTALEZA COOPERATIVA DE TRABALHO ODONTOLOGICO LTDA,CE,11756653.98,946541.3825000001,755622.346,838475.3440000002,1179405.1568191873,1097884.4273869994,1227372.500452843
FUNDACAO CAPITAL PREVIDENCIA E SAUDE - CAPITAL PREV,ES,11720626.99,,941509.3249999998,551961.0036363637,,1279298.40406282,1019246.274850085
FUNDAÇÃO PLAMHUV - PLANO MÉDICO HOSPITALAR DOS HOSPITAIS UNIDOS DE VIÇOSA,MG,11639026.82,314426.383,272948.2353333334,366711.62166666664,638897.4261398286,706980.8482631159,802087.7680270143
ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA A SAÚDE,SP,11516085.02,1198510.8066666666,1373284.8333333333,1266899.3666666662,2029251.9475913157,2338331.8870005333,2085154.4563728375
UNIMED MACHADO COOPERATIVA DE TRABALHO MEDICO,MG,11387781.3,182770.95894736843,213547.66833333333,214277.63421052633,363765.06271392165,400408.53688173497,384615.88698066014
ODONTO EMPRESAS CONVENIOS DENTARIOS LTDA.,SP,11300071.120000001,1149008.9566666668,1273846.4333333333,1343834.9833333336,1056359.354634826,1198978.3251708285,1262952.5620421516
"CAIXA DE ASSISTÊNCIA À SAÚDE DOS TRABALHADORES NAS INDÚSTRIAS METALÚRGICAS, MECÂNICAS E DO MATERIAL ELÉTRICO DE BRUSQUE",SC,11080021.799999999,1637800.835,3849191.13,1977614.4999999995,2264255.254791014,,2731497.8605620884
UNIMED VALE DO CARANGOLA COOPERATIVA DE TRABALHO MEDICO LTDA,MG,10969818.99,492698.5,529394.91,545023.5885714286,553192.4491438882,623408.5736714017,538056.9995266662
"FEDERAÇÃO DAS SOCIEDADES COOPERATIVAS DE TRABALHO MÉDICO DO ACRE, AMAPÁ, AMAZONAS, PARÁ, RONDONIA E RORAIMA",AM,10914741.64,,,992249.2400000001,,,2873642.888118099
ASSOCIAÇÃO DOS FUNCIONÁRIOS FISCAIS DO ESTADO DO AMAZONAS - AFFEAM,AM,10797904.32,605698.525,962262.025,1131515.53,1041363.0849283001,1754447.8607149275,2151518.4243321912
ODONTOGROUP SISTEMA DE SAÚDE LTDA.,DF,10747562.530000001,1018114.9266666668,1291183.3800000001,1273222.5366666669,1445844.3581793383,1794361.5376191875,1784055.7790456223
UNIODONTO DE MANAUS - COOPERATIVA ODONTOLÓGICA LTDA.,AM,10695738.209999999,444575.99875,461329.99375,431061.28374999994,495052.00281494163,452072.77013582486,493832.4048037384
UNIMED REGIONAL DE PICOS - COOPERATIVA DE TRABALHO MÉDICO,PI,10693218.219999999,1178231.4766666666,1070259.16,986936.5775,1857332.2147062046,1716371.8351104583,1785442.8350590318
UNIODONTO DE JOÃO PESSOA COOPERATIVA ODONTOLÓGICA,PB,10617246.72,814960.4540000001,630727.5620000002,677761.3280000001,1091283.6019935356,850345.9189719314,906968.953422524
SOCIEDADE DE ASSISTÊNCIA MÉDICA - SAMEISA,RS,10492791.16,1135526.6166666667,1124039.8299999998,1238030.606666667,1788155.9031539352,1740173.0126242023,1931236.2201507795
UNIMED DO OESTE DA BAHIA COOPERATIVA DE TRABALHO MÉDICO,BA,10472551.59,702540.215,439763.83,603121.2200000001,883798.9790428316,582134.48820406,763965.3652269214
ASSOCIACAO DE SAUDE HOLAMBRA,SP,10428010.23,1010604.7933333335,1104233.346666667,1361165.27,1663455.1799049496,1731041.624783562,2209106.2390409424
UNIODONTO/RN - COOPERATIVA ODONTOLOGICA DO RIO GRANDE DO NORTE,RN,10333832.49,625048.702,741434.4720000001,700283.324,830687.6972479746,992775.519569402,961502.0080622818
VIVENTERIS LTDA,PR,10106311.08,865833.93,759274.4800000001,600979.5733333334,1666248.132524499,1426783.374145551,1435285.3348233197
ANGELI SISTEMAS DE SAUDE S.A.,PR,9963530.29,411014.78428571427,505698.0242857143,506648.66142857133,758719.3974958033,884890.9601377946,899599.0019680517
CAIXA ASSISTENCIAL UNIVERSITARIA DO RIO DE JANEIRO,RJ,9845565.08,827928.6174999999,798185.085,835277.5675000002,1521255.692078263,1515729.244562624,1585801.040334335
HOSPITAL CESAR LEITE,MG,9698972.25,279275.314,314893.23000000004,341571.5281818182,411229.2841441469,361802.1038630332,409423.5425864454
PORTOMED - PORTO SEGURO SERVIÇOS DE SAUDE LTDA,SP,9469823.0,145991.09,500269.56200000003,1247703.948,225166.31462482462,729085.8889244284,1869404.8986191999
UNIMED ALFENAS COOPERATIVA DE TRABALHO MEDICO,MG,9235958.19,112556.5890909091,125938.75826086957,167961.81695652174,191917.59235328346,228968.8308171454,324871.29009120504
R.M.I. OPERADORA DE SAÚDE INTEGRADA LTDA,SP,9205292.25,,1465137.5566666666,1603293.1933333334,,1260139.0233947579,1370926.8790917757
UNIMED SÃO JOÃO NEPOMUCENO COOPERATIVA DE TRABALHO MÉDICO LTDA.,MG,8913966.18,233622.14181818182,224743.92833333334,331563.2254545454,438433.8447195598,380026.3750399674,546371.5872305584
ASSOCIAÇÃO POLICIAL DE ASSISTENCIA À SAUDE DE SAO JOAO DA BOA VISTA,SP,8894490.21,1339871.6099999999,1592414.57,1514958.9250000003,1893418.9794550808,2250412.0768433013,2142268.516302583
OPLAN SAÚDE OPERADORA DE PLANO DE SAÚDE LTDA,RJ,8869131.31,294078.9455555555,375169.3357142858,513747.9214285714,421236.3578534431,611450.7109992082,768390.2922866744
CONFIANÇA ASSISTÊNCIA MÉDICO HOSPITALAR LTDA,MG,8834320.200000001,682968.9025000001,710880.9425,814730.2050000001,1143845.1487463072,1212773.4405849075,1202242.6554428076
ASSOCIAÇÃO BENEFICENTE DOS PROFESSORES PÚBLICOS ATIVOS E INATIVOS DO RIO DE JANEIRO - APPAI,RJ,8808466.25,2585745.95,2996233.2299999995,3226487.0700000003,,,
HOSPITAL S.P. LTDA.,RS,8616597.719999999,597249.8219999999,533101.9140000001,592967.808,794428.5923880604,708712.021532031,836184.8682023851
ASSOCIAÇÃO BENEFICENTE CATÓLICA,MG,8572508.83,251359.91000000003,272591.092,280148.9909090909,229954.30626831038,268354.3870737241,235416.10779670518
UNIODONTO DE AMERICANA COOPERATIVA ODONTOLÓGICA,SP,8503749.24,412911.41333333333,497645.87166666664,506734.25499999995,432303.2571532945,510749.6192429461,486989.3426128501
UNIMED CAMPO BELO- COOPERATIVA DE TRABALHO MÉDICO,MG,8399258.43,112626.97320000001,117770.15869565216,119786.26874999999,251566.68781210488,255545.5313895226,253640.63966618036
UNIODONTO GOIANIA COOPERATIVA DE CIRURGIÕES DENTISTAS,GO,8386916.45,236333.43,263548.72909090907,262564.79090909095,332344.3449555042,374934.89024283836,365716.8237335782
SISTEMA TOTAL DE SAÚDE LTDA.,SP,8097772.92,526447.892,536029.588,557077.104,616730.5677712623,602478.218071904,627890.5858053894
UNIMED VALE DO PARAÍBA - FEDERAÇÃO INTRAFEDERATIVA DAS COOPERATIVAS MÉDICAS,SP,8024704.29,3558328.1,3367694.3000000003,1098681.8899999997,,,
PLANO ASSISTENCIAL SÃO LUCAS LTDA,MG,7983545.529999999,504298.7579999999,443381.98,466959.97666666674,940034.3269177632,910446.9809204916,919977.3321461912
MEDIC GLOBAL PLANOS DE SAÚDE LTDA.,MG,7968071.2299999995,294925.0671428571,340361.3471428571,503009.4757142857,480038.23154853133,509291.6159433033,840625.3887511385
PRONTO SOCORRO CONDE DE MOREIRA LIMA,SP,7954827.66,247405.62,187032.18437499998,182377.47533333334,274204.97861663636,363605.47477488563,331690.13193020533
PRIMA VIDA ODONTOLOGIA DE GRUPO LIMITADA,RJ,7657342.2700000005,534662.86,498857.1760000001,276638.01,390395.90266495396,381317.0341977979,376683.68965533306
PLAMESC PLANOS DE SAÚDE LTDA,RJ,7540043.67,530806.308,425802.55,551399.8759999999,313515.91987059725,338171.4643534598,504914.28986374236
FUNDO DE ASSISTÊNCIA À SAÚDE DOS FUNCIONÁRIOS DO BEC,CE,7468702.200000001,1102709.9400000002,890023.4833333334,864403.9566666667,1546791.5583621734,1533812.8051524002,1485812.534854426
AME-ASSISTÊNCIA MÉDICA A EMPRESAS LTDA,MG,7349800.63,355944.14857142855,338003.2485714286,311521.10624999995,513337.9279165191,460961.9542638171,421679.3551798285
UNIMED CALDAS NOVAS - COOPERATIVA DE TRABALHO MEDICO,GO,7226250.08,224844.046,241337.96500000003,256442.99700000003,253241.50201268384,288213.8177030368,317358.7069536626
MEDGOLD ASSISTENCIA MEDICA LTDA - ME,MG,7205512.6,324733.0157142857,340934.4571428572,509168.0579999999,391078.46795841155,459746.7864580374,429919.1236969309
PERSONAL CARE OPERADORA DE SAÚDE SA,SP,7105405.23,669893.59,402691.68333333335,,721601.7796096343,616717.8029700302,
ASSOCIACAO CIVIL PRÓ-SAÚDE DOS SERVIDORES DA UNIVERSIDADE ESTADUAL DE PONTA GROSSA,PR,7018740.910000001,2028345.13,2696859.93,2293535.850000001,,,
ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE DE ITAPETININGA,SP,7010715.36,364353.325,394148.95,491940.34200000006,823130.0687950923,923848.3180246114,1048367.0514791702
S1 OPERADORA DE PLANO DE SAÚDE LTDA,DF,6818331.970000001,650680.5933333334,772734.9266666668,849361.8033333333,1090562.017274682,1334795.1025882647,1426582.4085212317
CEDPLAN SAÚDE LTDA EPP,MG,6805521.590000001,514974.685,610709.7325,575695.9800000001,405582.25909863925,518515.1661059719,566927.0890357955
SERVDONTO - PLANO DE ASSISTÊNCIA ODONTOLÓGICA LTDA,SE,6694045.02,1018186.775,1169364.71,1159471.025,1338111.1455504182,1506993.4673966505,1543487.1423076713
ORALE ASSISTÊNCIA ODONTOLÓGICA LTDA,BA,6692401.48,1111644.0150000001,1106636.76,1127919.9650000003,238833.44000267235,1250264.2507776578,1241616.3419148142
TELOS - FUNDAÇÃO EMBRATEL DE SEGURIDADE SOCIAL,RJ,6654831.48,1680720.58,1844937.99,3129172.9100000006,,,
UNIMED REGIÃO DA FRONTEIRA - RS COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.,RS,6654644.96,153050.16692307693,153589.64785714287,167649.1813333333,217589.6292838639,218844.03719011767,255902.34546716174
SUL DO PARÁ LTDA,PA,6618377.540000001,4663947.4,4567910.12,-1306739.9899999995,,,1872112.819762029
UNIODONTO PAULISTA-FEDERAÇÃO DAS COOPERATIVAS ODONTOLÓGICAS DO ESTADO DE SÃO PAULO,SP,6541012.0200000005,686642.6,543189.38,769442.2333333334,587904.2135482626,651229.1544933356,679627.9936794073
